OBJECT_ID,ALARM_ID,ALARM_LVL,ALARM_DESC,POSSIBLE_CAUSES,SUGGESTION
AGV_NODE,1,1,AlreadyHaveCmd,,
AGV_NODE,2,1,LowPowerCharging,,
AGV_NODE,3,1,LoadingOff,,
AGV_NODE,4,1,CarrierIdReadFail,,
AGV_NODE,5,1,CarrierIdIsError,,
AGV_NODE,6,1,MoveFinishFail,,
AGV_NODE,7,1,LoadingOn,,
AGV_NODE,8,1,ForkCommandExist,,
AGV_NODE,9,1,VehicleCannotUnload,,
AGV_NODE,10,1,ForkCommandExist,,
AGV_NODE,11,1,PositionLostWithCmd,,
AGV_NODE,12,1,ChargeDirectionError,,
AGV_NODE,13,1,StartChargeTimeout,,
AGV_NODE,14,2,StopChargeTimeout,,
AGV_NODE,15,1,VehicleCannotload,,
AGV_NODE,16,1,AlreadyHaveCst,,
AGV_NODE,17,1,NoCstToUnload,,
AGV_NODE,18,1,MapCheckFail,,
AGV_NODE,19,1,IsNotTransferCannotOverride,,
AGV_NODE,20,1,IsNotMoveStepCannotOverride,,
AGV_NODE,21,1,IsNotPauseCannotOverride,,
AGV_NODE,22,1,OverrideUnloadAddressUnmatch,,
AGV_NODE,23,1,OverrideLoadAddressUnmatch,,
AGV_NODE,24,1,OverrideToUnloadIsEmpty,,
AGV_NODE,25,1,OverrideToLoadIsEmpty,,
AGV_NODE,26,1,CheckOverrideException,,
AGV_NODE,27,2,VehicleIsNotInAutoMode,,
AGV_NODE,28,1,CarrierIdMisMatch,,
AGV_NODE,29,1,IsCarrierIdReadReplyTimeout,,
AGV_NODE,30,1,VehicleHasAlarm,,
AGV_NODE,31,1,ManualToAutoFail,,
AGV_NODE,32,1,ManualToAutoFail,,
AGV_NODE,33,1,IsNotTransferCannotAvoid,,
AGV_NODE,34,1,IsNotMoveStepCannotAvoid,,
AGV_NODE,35,1,IsNotPauseCannotAvoid,,
AGV_NODE,36,1,CheckAvoidException,,
AGV_NODE,37,2,AgvcCallEms,,
AGV_NODE,38,1,InterlockError,,
AGV_NODE,39,2,PositionError,,
AGV_NODE,40,1,SendWaitTimeout,,
AGV_NODE,99,2,AgvSwitchToManual,,
AGV_NODE,101,2,Plc HeartBeat Timeout,,
AGV_NODE,102,2,Fork Detect Trigger_X134,,
AGV_NODE,103,2,Vehicle Battery Voltage Too High,,
AGV_NODE,104,2,Vehicle Charge Timeout,,
AGV_NODE,105,2,Vehicle Battery Voltage Too Low,,
AGV_NODE,106,2,Door Safety Closed Trigger_X0137,,
AGV_NODE,107,2,Door Safety Locked Trigger_X0138,,
AGV_NODE,108,2,Power Motor Run Mc Trigger_X0164,,
AGV_NODE,109,2,Power Motor Turn Mc Trigger_X0165,,
AGV_NODE,110,2,Device Agent MainFlow Dead,,
AGV_NODE,111,2,Charge Start Command Error,,
AGV_NODE,112,2,Charge Stop Command Error,,
AGV_NODE,113,2,Ffu PowerOn Is Off,,
AGV_NODE,114,2,Safety Relay Not Trigger,,
AGV_NODE,115,2,Power Supply 284V Start1_X010E,,
AGV_NODE,116,2,Power Supply 284V Start2_X010F,,
AGV_NODE,117,2,Power Supply 284V Start3_X0110,,
AGV_NODE,118,2,Power Supply 284V FanAlarm1_X0111,,
AGV_NODE,119,2,Power Supply 284V FanAlarm2_X0112,,
AGV_NODE,120,2,Power Supply 284V FanAlarm3_X0113,,
AGV_NODE,121,2,Power Supply 284V OverCurrentAlarm1_X0114,,
AGV_NODE,122,2,Power Supply 284V OverCurrentAlarm2_X0115,,
AGV_NODE,123,2,Power Supply 284V TemperatureAlarm1_X0116,,
AGV_NODE,124,2,Power Supply 284V TemperatureAlarm2_X0117,,
AGV_NODE,125,2,Power Supply 284V PowerOn_X0118,,
AGV_NODE,126,2,Bat Alarm Fan1_F_X0126,,
AGV_NODE,127,2,Bat Alarm Fan2_F_X0127,,
AGV_NODE,128,2,Bat Alarm OverHeating_F_X0128,,
AGV_NODE,129,2,Bat Alarm Fan1_B_X0129,,
AGV_NODE,130,2,Bat Alarm Fan2_B_X012A,,
AGV_NODE,131,2,Bat Alarm OverHeating_B_X012B,,
AGV_NODE,132,2,Door Safety Off_Y011C,,
AGV_NODE,133,2,Charge Confirm Sensor Off_X139,,
AGV_NODE,134,2,Coupler Is Not At Hp Side,,
AGV_NODE,135,2,Waiting Coupler Op Timeout,,
AGV_NODE,136,2,Waiting Current Up Timeout,,
AGV_NODE,137,2,Waiting Coupler Hp Timeout,,
AGV_NODE,138,2,Waiting Current Down Timeout,,
AGV_NODE,139,2,Forking Interrupt,,
AGV_NODE,140,1,Interface T0 Timeout,,
AGV_NODE,141,1,Interface T1 Timeout,,
AGV_NODE,142,2,Interface T2 Timeout,,
AGV_NODE,143,2,Interface T3 Timeout,,
AGV_NODE,144,2,Interface T4 Timeout,,
AGV_NODE,145,2,Interface T5 Timeout,,
AGV_NODE,146,2,Interface T6 Timeout,,
AGV_NODE,147,2,Interface T7 Timeout,,
AGV_NODE,148,2,Interface T8 Timeout,,
AGV_NODE,149,1,Loading is ON at command Loading,,
